1.00,381.38,589.88,-0.01,-0.00
2.00,381.75,591.06,-0.01,-0.00
3.00,381.38,590.75,0.00,0.00
4.00,382.50,591.69,0.00,0.00
5.00,380.69,591.25,0.00,0.00
6.00,381.38,590.75,-0.01,0.00
7.00,233.06,360.50,-0.00,0.00
8.00,202.88,356.38,-0.01,-0.29
9.00,127.00,358.56,0.00,-0.28
10.00,95.88,356.19,0.00,-0.29
11.00,78.50,357.06,-0.01,-0.30
12.00,67.88,355.06,0.01,-0.24
13.00,58.19,354.38,-0.01,-0.28
14.00,48.69,351.88,0.00,-0.28
15.00,40.38,353.75,-0.00,-0.29
16.00,30.88,352.06,-0.01,-0.28
17.00,23.06,353.38,0.00,-0.27
18.00,14.25,349.88,-0.01,-0.29
19.00,7.00,350.75,0.00,-0.27
20.00,1.19,346.75,-0.00,0.00
21.00,3.25,349.50,0.00,0.30
22.00,8.06,349.50,0.00,0.29
23.00,14.56,350.56,0.00,0.33
24.00,19.69,351.50,0.01,0.26
25.00,24.38,352.56,0.01,0.33
26.00,30.38,352.50,0.00,0.31
27.00,33.00,353.06,-0.00,0.28
28.00,33.50,352.75,0.00,0.33
29.00,34.69,354.88,0.00,0.28
30.00,31.38,353.88,0.00,0.27
31.00,28.00,354.56,0.00,0.31
32.00,23.75,355.75,-0.00,0.25
33.00,21.75,355.50,0.00,0.00
34.00,22.50,353.88,0.00,0.00
35.00,21.00,354.19,-0.00,0.00
36.00,21.00,355.19,-0.00,-0.00
37.00,24.25,355.69,-0.01,-0.25
38.00,27.88,355.75,-0.00,-0.29
39.00,31.19,355.38,0.00,-0.29
40.00,31.75,357.38,0.00,-0.28
41.00,32.06,354.56,0.00,-0.24
42.00,28.69,354.50,-0.00,-0.29
43.00,26.06,351.06,-0.01,0.00
44.00,26.00,352.88,-0.00,0.00
45.00,25.25,352.88,0.00,0.00
46.00,26.38,351.38,0.00,0.00
47.00,26.00,353.25,0.00,0.00
48.00,26.75,353.06,0.00,0.00
49.00,26.75,352.88,-0.01,0.02
50.00,28.88,355.75,0.00,0.29
51.00,29.38,356.06,0.00,0.29
52.00,29.00,355.38,-0.00,0.26
53.00,26.69,355.38,0.00,0.27
54.00,22.38,355.25,-0.00,0.26
55.00,18.19,355.06,0.00,0.26
56.00,16.56,354.56,0.12,-0.00
57.00,17.19,286.00,0.52,-0.00
58.00,17.38,66.06,0.65,0.00
59.00,19.19,52.19,-0.01,0.00
60.00,17.25,45.50,-0.11,-0.01
61.00,16.56,39.19,-0.11,-0.01
62.00,229.75,342.00,-0.14,-0.02
63.00,231.50,289.50,-0.07,-0.02
64.00,230.75,242.00,-0.11,0.00
65.00,231.25,210.69,-0.05,0.02
66.00,230.69,179.88,-0.09,0.01
67.00,232.19,150.06,-0.08,-0.01
68.00,231.50,118.88,-0.19,-0.01
69.00,229.69,79.38,-0.24,0.00
70.00,227.50,44.75,-0.39,0.00
71.00,225.06,23.75,-0.55,-0.00
72.00,219.69,5.06,0.04,-0.00
73.00,219.38,12.19,-0.17,0.00
74.00,221.25,13.56,0.00,-0.00
75.00,220.19,11.19,-0.18,0.00
76.00,221.00,13.69,-0.09,-0.02
77.00,220.56,15.00,-0.01,0.01
78.00,220.56,13.00,0.01,-0.00
79.00,220.56,14.06,0.00,0.00
80.00,220.25,15.00,-0.00,0.00
81.00,219.88,14.75,0.01,-0.00
82.00,220.88,15.00,-0.01,0.01
83.00,220.50,14.06,-0.02,0.00
84.00,220.88,13.56,-0.01,0.00
85.00,220.38,14.56,0.01,-0.00
86.00,219.69,11.75,0.01,-0.01
87.00,221.50,14.06,0.02,-0.00
88.00,219.69,14.50,0.00,0.00
89.00,220.25,12.88,-0.00,-0.00
90.00,220.25,13.56,-0.00,0.00
91.00,220.25,14.50,0.01,-0.00
92.00,220.69,13.06,-0.01,0.00
93.00,221.06,14.50,-0.00,-0.01
94.00,221.06,13.56,0.01,-0.00
95.00,220.25,12.75,0.02,-0.00
96.00,221.06,12.06,-0.01,0.00
97.00,220.25,13.50,-0.01,0.00
98.00,220.25,13.25,-0.01,0.01
99.00,220.25,12.75,0.01,-0.00
100.00,220.69,12.19,-0.01,-0.00
101.00,220.00,12.69,-0.00,-0.00
102.00,220.69,11.06,0.00,-0.00
103.00,221.19,12.88,0.00,-0.00
104.00,220.50,12.38,0.02,-0.00
105.00,221.19,11.38,0.02,-0.00
106.00,220.88,11.06,0.00,0.00
107.00,220.69,13.38,-0.01,-0.00
108.00,220.38,11.56,-0.01,0.00
109.00,221.06,11.06,-0.01,-0.00
110.00,221.00,12.25,-0.01,0.00
111.00,220.38,10.88,0.00,0.00
112.00,220.25,10.88,0.00,0.00
113.00,220.69,11.50,0.01,-0.00
114.00,221.00,10.75,-0.01,0.00
115.00,221.75,10.69,0.00,0.00
116.00,220.88,9.75,0.01,-0.00
117.00,221.25,9.56,0.01,-0.00
118.00,221.00,11.00,0.00,0.00
119.00,221.00,9.19,0.02,0.00
120.00,220.56,10.00,0.01,-0.00
121.00,220.88,9.56,-0.00,-0.00
122.00,225.06,360.00,-0.00,0.00
123.00,225.25,358.00,0.01,-0.00
124.00,223.75,354.50,0.01,0.00
125.00,224.38,355.06,0.02,-0.00
126.00,225.19,353.00,0.00,0.01
127.00,224.25,350.56,0.01,-0.00
128.00,225.25,346.38,0.01,-0.00
129.00,224.50,343.25,0.02,0.00
130.00,224.75,340.19,-0.00,0.01
131.00,223.88,333.19,0.00,0.00
132.00,224.25,330.50,0.00,0.00
133.00,223.50,325.56,0.00,-0.00
134.00,224.88,318.38,0.02,0.00
135.00,224.56,317.06,0.05,-0.01
136.00,225.56,312.00,0.03,0.00
137.00,225.56,306.69,0.01,0.00
138.00,224.69,302.75,0.01,-0.00
139.00,225.50,300.06,0.03,-0.00
140.00,224.75,294.56,0.01,0.00
141.00,225.00,288.88,0.05,-0.00
142.00,225.38,283.56,0.07,-0.01
143.00,224.56,277.88,0.03,-0.00
144.00,225.56,273.00,0.03,0.00
145.00,225.25,265.00,0.08,0.00
146.00,225.25,246.56,0.13,-0.00
147.00,226.19,201.19,0.24,0.00
148.00,226.75,125.25,0.35,0.00
149.00,231.19,65.69,-0.00,0.00
150.00,231.56,62.69,0.30,-0.00
151.00,232.56,56.06,0.00,0.00
152.00,233.00,56.00,-0.00,0.00
153.00,233.00,55.69,0.00,0.00
154.00,232.50,55.00,0.00,-0.00
155.00,233.25,48.25,0.28,0.00
156.00,234.00,42.75,-0.19,-0.01
157.00,233.50,34.88,-0.24,-0.01
158.00,234.19,23.19,-0.01,-0.00
159.00,232.69,19.88,-0.01,-0.01
160.00,232.69,21.75,0.01,0.00
161.00,232.00,22.06,0.00,0.00
162.00,232.38,21.25,0.00,-0.00
163.00,233.06,21.75,0.00,-0.00
164.00,233.06,21.69,-0.00,0.00
165.00,233.06,22.06,-0.00,-0.00
166.00,233.06,22.00,-0.00,0.00
167.00,233.06,21.06,0.00,-0.00
168.00,232.00,21.06,-0.00,0.00
169.00,233.50,22.00,0.00,0.00
170.00,232.69,21.69,0.00,0.00
171.00,232.69,22.56,-0.00,0.00
172.00,233.88,21.75,0.00,0.00
173.00,233.06,23.06,-0.00,0.00
174.00,232.00,21.56,-0.00,-0.00
175.00,233.88,21.69,0.00,0.00
176.00,233.50,21.75,0.00,0.00
177.00,233.06,22.06,0.01,-0.00
178.00,232.38,22.38,-0.00,0.00
179.00,232.69,21.69,-0.00,0.00
180.00,233.50,22.75,0.00,0.00
181.00,233.06,21.25,-0.00,0.00
182.00,382.88,590.88,-0.00,0.00
